ICD-10 113 Cause List,ICD-10 113 Cause List Code,State,State Code,Gender,Gender Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Deaths,Population,Crude Rate
Chronic lower respiratory diseases,GR113-082,Massachusetts,25,Male,M,25-34 years,25-34,69,8328661,0.8
Chronic lower respiratory diseases,GR113-082,Massachusetts,25,Male,M,35-44 years,35-44,97,8729456,1.1
Chronic lower respiratory diseases,GR113-082,Massachusetts,25,Male,M,45-54 years,45-54,504,8861385,5.7
Chronic lower respiratory diseases,GR113-082,Massachusetts,25,Male,M,55-64 years,55-64,2040,6791923,30
Chronic lower respiratory diseases,GR113-082,Massachusetts,25,Male,M,65-74 years,65-74,4884,4098048,119.2
Chronic lower respiratory diseases,GR113-082,Massachusetts,25,Male,M,75-84 years,75-84,8105,2354990,344.2
Chronic lower respiratory diseases,GR113-082,Massachusetts,25,Male,M,85+ years,85+,5872,797365,736.4
Chronic lower respiratory diseases,GR113-082,Michigan,26,Female,F,1-4 years,4-Jan,10,4609538,0
Chronic lower respiratory diseases,GR113-082,Michigan,26,Female,F,5-14 years,14-May,52,12589223,0.4
Chronic lower respiratory diseases,GR113-082,Michigan,26,Female,F,15-24 years,15-24,55,13101152,0.4
Chronic lower respiratory diseases,GR113-082,Michigan,26,Female,F,25-34 years,25-34,100,11765081,0.8
Chronic lower respiratory diseases,GR113-082,Michigan,26,Female,F,35-44 years,35-44,292,13057579,2.2
Chronic lower respiratory diseases,GR113-082,Michigan,26,Female,F,45-54 years,45-54,1444,13897982,10.4
Chronic lower respiratory diseases,GR113-082,Michigan,26,Female,F,55-64 years,55-64,4691,11323690,41.4
Chronic lower respiratory diseases,GR113-082,Michigan,26,Female,F,65-74 years,65-74,11219,7468731,150.2
Chronic lower respiratory diseases,GR113-082,Michigan,26,Female,F,75-84 years,75-84,17224,5007447,344
Chronic lower respiratory diseases,GR113-082,Michigan,26,Female,F,85+ years,85+,13626,2334993,583.6
Chronic lower respiratory diseases,GR113-082,Michigan,26,Male,M,1-4 years,4-Jan,18,4828199,0
Chronic lower respiratory diseases,GR113-082,Michigan,26,Male,M,5-14 years,14-May,65,13208186,0.5
Chronic lower respiratory diseases,GR113-082,Michigan,26,Male,M,15-24 years,15-24,106,13632892,0.8
Chronic lower respiratory diseases,GR113-082,Michigan,26,Male,M,25-34 years,25-34,129,11806675,1.1
Chronic lower respiratory diseases,GR113-082,Michigan,26,Male,M,35-44 years,35-44,267,12874967,2.1
Chronic lower respiratory diseases,GR113-082,Michigan,26,Male,M,45-54 years,45-54,1393,13524755,10.3
Chronic lower respiratory diseases,GR113-082,Michigan,26,Male,M,55-64 years,55-64,4970,10704407,46.4
Chronic lower respiratory diseases,GR113-082,Michigan,26,Male,M,65-74 years,65-74,11112,6494940,171.1
Chronic lower respiratory diseases,GR113-082,Michigan,26,Male,M,75-84 years,75-84,16085,3527892,455.9
Chronic lower respiratory diseases,GR113-082,Michigan,26,Male,M,85+ years,85+,10328,1082885,953.7
Chronic lower respiratory diseases,GR113-082,Minnesota,27,Female,F,5-14 years,14-May,19,6635102,0
Chronic lower respiratory diseases,GR113-082,Minnesota,27,Female,F,15-24 years,15-24,16,6755528,0
Chronic lower respiratory diseases,GR113-082,Minnesota,27,Female,F,25-34 years,25-34,33,6562210,0.5
Chronic lower respiratory diseases,GR113-082,Minnesota,27,Female,F,35-44 years,35-44,76,6887411,1.1
Chronic lower respiratory diseases,GR113-082,Minnesota,27,Female,F,45-54 years,45-54,378,7118432,5.3
Chronic lower respiratory diseases,GR113-082,Minnesota,27,Female,F,55-64 years,55-64,1494,5563810,26.9
Chronic lower respiratory diseases,GR113-082,Minnesota,27,Female,F,65-74 years,65-74,4140,3560492,116.3
Chronic lower respiratory diseases,GR113-082,Minnesota,27,Female,F,75-84 years,75-84,7165,2456492,291.7
Chronic lower respiratory diseases,GR113-082,Minnesota,27,Female,F,85+ years,85+,6698,1332352,502.7
Chronic lower respiratory diseases,GR113-082,Minnesota,27,Male,M,< 1 year,1,11,669381,0
Chronic lower respiratory diseases,GR113-082,Minnesota,27,Male,M,5-14 years,14-May,13,6962442,0
Chronic lower respiratory diseases,GR113-082,Minnesota,27,Male,M,15-24 years,15-24,28,7035188,0.4
Chronic lower respiratory diseases,GR113-082,Minnesota,27,Male,M,25-34 years,25-34,44,6760015,0.7
Chronic lower respiratory diseases,GR113-082,Minnesota,27,Male,M,35-44 years,35-44,76,7016543,1.1
Chronic lower respiratory diseases,GR113-082,Minnesota,27,Male,M,45-54 years,45-54,384,7153761,5.4
Chronic lower respiratory diseases,GR113-082,Minnesota,27,Male,M,55-64 years,55-64,1655,5448862,30.4
Chronic lower respiratory diseases,GR113-082,Minnesota,27,Male,M,65-74 years,65-74,4237,3209984,132
Chronic lower respiratory diseases,GR113-082,Minnesota,27,Male,M,75-84 years,75-84,7163,1804166,397
Chronic lower respiratory diseases,GR113-082,Minnesota,27,Male,M,85+ years,85+,5408,620339,871.8
Chronic lower respiratory diseases,GR113-082,Mississippi,28,Female,F,5-14 years,14-May,11,3892890,0
Chronic lower respiratory diseases,GR113-082,Mississippi,28,Female,F,15-24 years,15-24,16,4114580,0
Chronic lower respiratory diseases,GR113-082,Mississippi,28,Female,F,25-34 years,25-34,47,3704360,1.3
Chronic lower respiratory diseases,GR113-082,Mississippi,28,Female,F,35-44 years,35-44,130,3795810,3.4
Chronic lower respiratory diseases,GR113-082,Mississippi,28,Female,F,45-54 years,45-54,652,3851539,16.9
Chronic lower respiratory diseases,GR113-082,Mississippi,28,Female,F,55-64 years,55-64,1765,3194568,55.3
Chronic lower respiratory diseases,GR113-082,Mississippi,28,Female,F,65-74 years,65-74,3663,2225680,164.6
Chronic lower respiratory diseases,GR113-082,Mississippi,28,Female,F,75-84 years,75-84,4771,1412122,337.9
Chronic lower respiratory diseases,GR113-082,Mississippi,28,Female,F,85+ years,85+,3582,600654,596.3
Chronic lower respiratory diseases,GR113-082,Mississippi,28,Male,M,1-4 years,4-Jan,11,1574940,0
Chronic lower respiratory diseases,GR113-082,Mississippi,28,Male,M,5-14 years,14-May,28,4061664,0.7
Chronic lower respiratory diseases,GR113-082,Mississippi,28,Male,M,15-24 years,15-24,29,4219226,0.7
Chronic lower respiratory diseases,GR113-082,Mississippi,28,Male,M,25-34 years,25-34,44,3573798,1.2
Chronic lower respiratory diseases,GR113-082,Mississippi,28,Male,M,35-44 years,35-44,123,3594195,3.4
Chronic lower respiratory diseases,GR113-082,Mississippi,28,Male,M,45-54 years,45-54,578,3621054,16
Chronic lower respiratory diseases,GR113-082,Mississippi,28,Male,M,55-64 years,55-64,2012,2916695,69
Chronic lower respiratory diseases,GR113-082,Mississippi,28,Male,M,65-74 years,65-74,4363,1859332,234.7
Chronic lower respiratory diseases,GR113-082,Mississippi,28,Male,M,75-84 years,75-84,5394,921214,585.5
Chronic lower respiratory diseases,GR113-082,Mississippi,28,Male,M,85+ years,85+,2731,249098,1096.4
Chronic lower respiratory diseases,GR113-082,Missouri,29,Female,F,1-4 years,4-Jan,10,2808371,0
Chronic lower respiratory diseases,GR113-082,Missouri,29,Female,F,5-14 years,14-May,22,7329453,0.3
Chronic lower respiratory diseases,GR113-082,Missouri,29,Female,F,15-24 years,15-24,25,7702372,0.3
Chronic lower respiratory diseases,GR113-082,Missouri,29,Female,F,25-34 years,25-34,61,7272703,0.8
Chronic lower respiratory diseases,GR113-082,Missouri,29,Female,F,35-44 years,35-44,235,7571790,3.1
Chronic lower respiratory diseases,GR113-082,Missouri,29,Female,F,45-54 years,45-54,1112,7952508,14
Chronic lower respiratory diseases,GR113-082,Missouri,29,Female,F,55-64 years,55-64,3540,6640160,53.3
Chronic lower respiratory diseases,GR113-082,Missouri,29,Female,F,65-74 years,65-74,8036,4595157,174.9
Chronic lower respiratory diseases,GR113-082,Missouri,29,Female,F,75-84 years,75-84,11476,3074270,373.3
Chronic lower respiratory diseases,GR113-082,Missouri,29,Female,F,85+ years,85+,8580,1462155,586.8
Chronic lower respiratory diseases,GR113-082,Missouri,29,Male,M,1-4 years,4-Jan,14,2937887,0
Chronic lower respiratory diseases,GR113-082,Missouri,29,Male,M,5-14 years,14-May,39,7677272,0.5
Chronic lower respiratory diseases,GR113-082,Missouri,29,Male,M,15-24 years,15-24,57,7958586,0.7
Chronic lower respiratory diseases,GR113-082,Missouri,29,Male,M,25-34 years,25-34,82,7244761,1.1
Chronic lower respiratory diseases,GR113-082,Missouri,29,Male,M,35-44 years,35-44,201,7470506,2.7
Chronic lower respiratory diseases,GR113-082,Missouri,29,Male,M,45-54 years,45-54,1009,7687860,13.1
Chronic lower respiratory diseases,GR113-082,Missouri,29,Male,M,55-64 years,55-64,3658,6158618,59.4
Chronic lower respiratory diseases,GR113-082,Missouri,29,Male,M,65-74 years,65-74,8181,3961426,206.5
Chronic lower respiratory diseases,GR113-082,Missouri,29,Male,M,75-84 years,75-84,11196,2163529,517.5
Chronic lower respiratory diseases,GR113-082,Missouri,29,Male,M,85+ years,85+,6242,651929,957.5
Chronic lower respiratory diseases,GR113-082,Montana,30,Female,F,35-44 years,35-44,19,1161616,0
Chronic lower respiratory diseases,GR113-082,Montana,30,Female,F,45-54 years,45-54,144,1346891,10.7
Chronic lower respiratory diseases,GR113-082,Montana,30,Female,F,55-64 years,55-64,501,1175326,42.6
Chronic lower respiratory diseases,GR113-082,Montana,30,Female,F,65-74 years,65-74,1429,769621,185.7
Chronic lower respiratory diseases,GR113-082,Montana,30,Female,F,75-84 years,75-84,2226,487494,456.6
Chronic lower respiratory diseases,GR113-082,Montana,30,Female,F,85+ years,85+,1660,236583,701.7
Chronic lower respiratory diseases,GR113-082,Montana,30,Male,M,35-44 years,35-44,12,1171731,0
Chronic lower respiratory diseases,GR113-082,Montana,30,Male,M,45-54 years,45-54,125,1338837,9.3
Chronic lower respiratory diseases,GR113-082,Montana,30,Male,M,55-64 years,55-64,597,1179787,50.6
Chronic lower respiratory diseases,GR113-082,Montana,30,Male,M,65-74 years,65-74,1488,753108,197.6
Chronic lower respiratory diseases,GR113-082,Montana,30,Male,M,75-84 years,75-84,2154,395385,544.8
Chronic lower respiratory diseases,GR113-082,Montana,30,Male,M,85+ years,85+,1391,126067,1103.4
Chronic lower respiratory diseases,GR113-082,Nebraska,31,Female,F,5-14 years,14-May,10,2345575,0
Chronic lower respiratory diseases,GR113-082,Nebraska,31,Female,F,15-24 years,15-24,10,2437679,0
Chronic lower respiratory diseases,GR113-082,Nebraska,31,Female,F,25-34 years,25-34,15,2195269,0
Chronic lower respiratory diseases,GR113-082,Nebraska,31,Female,F,35-44 years,35-44,36,2219607,1.6
Chronic lower respiratory diseases,GR113-082,Nebraska,31,Female,F,45-54 years,45-54,230,2319226,9.9
Chronic lower respiratory diseases,GR113-082,Nebraska,31,Female,F,55-64 years,55-64,748,1882016,39.7
Chronic lower respiratory diseases,GR113-082,Nebraska,31,Female,F,65-74 years,65-74,1982,1279157,154.9
Chronic lower respiratory diseases,GR113-082,Nebraska,31,Female,F,75-84 years,75-84,3237,929969,348.1
Chronic lower respiratory diseases,GR113-082,Nebraska,31,Female,F,85+ years,85+,2915,494107,590
Chronic lower respiratory diseases,GR113-082,Nebraska,31,Male,M,5-14 years,14-May,12,2455148,0
Chronic lower respiratory diseases,GR113-082,Nebraska,31,Male,M,15-24 years,15-24,19,2560783,0
Chronic lower respiratory diseases,GR113-082,Nebraska,31,Male,M,25-34 years,25-34,14,2294019,0
Chronic lower respiratory diseases,GR113-082,Nebraska,31,Male,M,35-44 years,35-44,33,2268886,1.5
Chronic lower respiratory diseases,GR113-082,Nebraska,31,Male,M,45-54 years,45-54,202,2319786,8.7
Chronic lower respiratory diseases,GR113-082,Nebraska,31,Male,M,55-64 years,55-64,841,1831197,45.9
Chronic lower respiratory diseases,GR113-082,Nebraska,31,Male,M,65-74 years,65-74,2238,1132571,197.6
Chronic lower respiratory diseases,GR113-082,Nebraska,31,Male,M,75-84 years,75-84,3781,669056,565.1
Chronic lower respiratory diseases,GR113-082,Nebraska,31,Male,M,85+ years,85+,2556,229976,1111.4
Chronic lower respiratory diseases,GR113-082,Nevada,32,Female,F,15-24 years,15-24,12,3043273,0
Chronic lower respiratory diseases,GR113-082,Nevada,32,Female,F,25-34 years,25-34,22,3429815,0.6
Chronic lower respiratory diseases,GR113-082,Nevada,32,Female,F,35-44 years,35-44,64,3396805,1.9
Chronic lower respiratory diseases,GR113-082,Nevada,32,Female,F,45-54 years,45-54,298,3255177,9.2
Chronic lower respiratory diseases,GR113-082,Nevada,32,Female,F,55-64 years,55-64,1241,2776616,44.7
Chronic lower respiratory diseases,GR113-082,Nevada,32,Female,F,65-74 years,65-74,3229,1866549,173
Chronic lower respiratory diseases,GR113-082,Nevada,32,Female,F,75-84 years,75-84,4747,973483,487.6
Chronic lower respiratory diseases,GR113-082,Nevada,32,Female,F,85+ years,85+,3247,340454,953.7
Chronic lower respiratory diseases,GR113-082,Nevada,32,Male,M,5-14 years,14-May,21,3366160,0.6
Chronic lower respiratory diseases,GR113-082,Nevada,32,Male,M,15-24 years,15-24,23,3240958,0.7
Chronic lower respiratory diseases,GR113-082,Nevada,32,Male,M,25-34 years,25-34,21,3625337,0.6
Chronic lower respiratory diseases,GR113-082,Nevada,32,Male,M,35-44 years,35-44,64,3605533,1.8
Chronic lower respiratory diseases,GR113-082,Nevada,32,Male,M,45-54 years,45-54,291,3349432,8.7
Chronic lower respiratory diseases,GR113-082,Nevada,32,Male,M,55-64 years,55-64,1324,2705913,48.9
Chronic lower respiratory diseases,GR113-082,Nevada,32,Male,M,65-74 years,65-74,3333,1798814,185.3
Chronic lower respiratory diseases,GR113-082,Nevada,32,Male,M,75-84 years,75-84,4259,836678,509
Chronic lower respiratory diseases,GR113-082,Nevada,32,Male,M,85+ years,85+,2083,197881,1052.7
Chronic lower respiratory diseases,GR113-082,New Hampshire,33,Female,F,35-44 years,35-44,21,1814698,1.2
Chronic lower respiratory diseases,GR113-082,New Hampshire,33,Female,F,45-54 years,45-54,163,1990887,8.2
Chronic lower respiratory diseases,GR113-082,New Hampshire,33,Female,F,55-64 years,55-64,557,1562114,35.7
Chronic lower respiratory diseases,GR113-082,New Hampshire,33,Female,F,65-74 years,65-74,1412,971132,145.4
Chronic lower respiratory diseases,GR113-082,New Hampshire,33,Female,F,75-84 years,75-84,2290,619197,369.8
Chronic lower respiratory diseases,GR113-082,New Hampshire,33,Female,F,85+ years,85+,2059,306636,671.5
Chronic lower respiratory diseases,GR113-082,New Hampshire,33,Male,M,15-24 years,15-24,10,1681586,0
Chronic lower respiratory diseases,GR113-082,New Hampshire,33,Male,M,25-34 years,25-34,14,1449220,0
Chronic lower respiratory diseases,GR113-082,New Hampshire,33,Male,M,35-44 years,35-44,20,1783810,1.1
Chronic lower respiratory diseases,GR113-082,New Hampshire,33,Male,M,45-54 years,45-54,148,1962972,7.5
Chronic lower respiratory diseases,GR113-082,New Hampshire,33,Male,M,55-64 years,55-64,602,1526712,39.4
Chronic lower respiratory diseases,GR113-082,New Hampshire,33,Male,M,65-74 years,65-74,1376,893678,154
Chronic lower respiratory diseases,GR113-082,New Hampshire,33,Male,M,75-84 years,75-84,2123,454602,467
Chronic lower respiratory diseases,GR113-082,New Hampshire,33,Male,M,85+ years,85+,1290,142343,906.3
Chronic lower respiratory diseases,GR113-082,New Jersey,34,Female,F,5-14 years,14-May,22,10764294,0.2
Chronic lower respiratory diseases,GR113-082,New Jersey,34,Female,F,15-24 years,15-24,30,10164283,0.3
Chronic lower respiratory diseases,GR113-082,New Jersey,34,Female,F,25-34 years,25-34,68,10783508,0.6
Chronic lower respiratory diseases,GR113-082,New Jersey,34,Female,F,35-44 years,35-44,185,12504441,1.5
Chronic lower respiratory diseases,GR113-082,New Jersey,34,Female,F,45-54 years,45-54,691,12610851,5.5
Chronic lower respiratory diseases,GR113-082,New Jersey,34,Female,F,55-64 years,55-64,2194,9813224,22.4
Chronic lower respiratory diseases,GR113-082,New Jersey,34,Female,F,65-74 years,65-74,6076,6545448,92.8
Chronic lower respiratory diseases,GR113-082,New Jersey,34,Female,F,75-84 years,75-84,11931,4580546,260.5
Chronic lower respiratory diseases,GR113-082,New Jersey,34,Female,F,85+ years,85+,11825,2203383,536.7
Chronic lower respiratory diseases,GR113-082,New Jersey,34,Male,M,5-14 years,14-May,47,11265924,0.4
Chronic lower respiratory diseases,GR113-082,New Jersey,34,Male,M,15-24 years,15-24,49,10787377,0.5
Chronic lower respiratory diseases,GR113-082,New Jersey,34,Male,M,25-34 years,25-34,92,10822421,0.9
Chronic lower respiratory diseases,GR113-082,New Jersey,34,Male,M,35-44 years,35-44,178,12119527,1.5
Chronic lower respiratory diseases,GR113-082,New Jersey,34,Male,M,45-54 years,45-54,712,11973471,5.9
Chronic lower respiratory diseases,GR113-082,New Jersey,34,Male,M,55-64 years,55-64,2258,8958645,25.2
Chronic lower respiratory diseases,GR113-082,New Jersey,34,Male,M,65-74 years,65-74,5672,5393861,105.2
Chronic lower respiratory diseases,GR113-082,New Jersey,34,Male,M,75-84 years,75-84,9620,3059609,314.4
Chronic lower respiratory diseases,GR113-082,New Jersey,34,Male,M,85+ years,85+,6918,997084,693.8
Chronic lower respiratory diseases,GR113-082,New Mexico,35,Female,F,15-24 years,15-24,10,2644025,0
Chronic lower respiratory diseases,GR113-082,New Mexico,35,Female,F,25-34 years,25-34,23,2402718,1
Chronic lower respiratory diseases,GR113-082,New Mexico,35,Female,F,35-44 years,35-44,51,2463844,2.1
Chronic lower respiratory diseases,GR113-082,New Mexico,35,Female,F,45-54 years,45-54,214,2616183,8.2
Chronic lower respiratory diseases,GR113-082,New Mexico,35,Female,F,55-64 years,55-64,797,2248925,35.4
Chronic lower respiratory diseases,GR113-082,New Mexico,35,Female,F,65-74 years,65-74,1979,1518469,130.3
Chronic lower respiratory diseases,GR113-082,New Mexico,35,Female,F,75-84 years,75-84,3240,901158,359.5
Chronic lower respiratory diseases,GR113-082,New Mexico,35,Female,F,85+ years,85+,2598,374699,693.4
Chronic lower respiratory diseases,GR113-082,New Mexico,35,Male,M,15-24 years,15-24,10,2806745,0
Chronic lower respiratory diseases,GR113-082,New Mexico,35,Male,M,25-34 years,25-34,16,2478451,0
Chronic lower respiratory diseases,GR113-082,New Mexico,35,Male,M,35-44 years,35-44,51,2424857,2.1
Chronic lower respiratory diseases,GR113-082,New Mexico,35,Male,M,45-54 years,45-54,187,2501139,7.5
Chronic lower respiratory diseases,GR113-082,New Mexico,35,Male,M,55-64 years,55-64,958,2081008,46
Chronic lower respiratory diseases,GR113-082,New Mexico,35,Male,M,65-74 years,65-74,2302,1363237,168.9
Chronic lower respiratory diseases,GR113-082,New Mexico,35,Male,M,75-84 years,75-84,3405,708620,480.5
Chronic lower respiratory diseases,GR113-082,New Mexico,35,Male,M,85+ years,85+,2249,206602,1088.6
Chronic lower respiratory diseases,GR113-082,New York,36,Female,F,1-4 years,4-Jan,28,8758618,0.3
Chronic lower respiratory diseases,GR113-082,New York,36,Female,F,5-14 years,14-May,81,22785345,0.4
Chronic lower respiratory diseases,GR113-082,New York,36,Female,F,15-24 years,15-24,108,24976659,0.4
Chronic lower respiratory diseases,GR113-082,New York,36,Female,F,25-34 years,25-34,179,26143878,0.7
Chronic lower respiratory diseases,GR113-082,New York,36,Female,F,35-44 years,35-44,475,26652406,1.8
Chronic lower respiratory diseases,GR113-082,New York,36,Female,F,45-54 years,45-54,1817,26875826,6.8
Chronic lower respiratory diseases,GR113-082,New York,36,Female,F,55-64 years,55-64,5633,21712680,25.9
Chronic lower respiratory diseases,GR113-082,New York,36,Female,F,65-74 years,65-74,14039,14627788,96
Chronic lower respiratory diseases,GR113-082,New York,36,Female,F,75-84 years,75-84,24942,10018056,249
Chronic lower respiratory diseases,GR113-082,New York,36,Female,F,85+ years,85+,24250,4913841,493.5
Chronic lower respiratory diseases,GR113-082,New York,36,Male,M,< 1 year,1,14,2336440,0
Chronic lower respiratory diseases,GR113-082,New York,36,Male,M,1-4 years,4-Jan,42,9165389,0.5
Chronic lower respiratory diseases,GR113-082,New York,36,Male,M,5-14 years,14-May,139,23837594,0.6
Chronic lower respiratory diseases,GR113-082,New York,36,Male,M,15-24 years,15-24,169,25766430,0.7
Chronic lower respiratory diseases,GR113-082,New York,36,Male,M,25-34 years,25-34,231,25517923,0.9
Chronic lower respiratory diseases,GR113-082,New York,36,Male,M,35-44 years,35-44,500,25663678,1.9
Chronic lower respiratory diseases,GR113-082,New York,36,Male,M,45-54 years,45-54,1803,25260972,7.1
Chronic lower respiratory diseases,GR113-082,New York,36,Male,M,55-64 years,55-64,6032,19465711,31
Chronic lower respiratory diseases,GR113-082,New York,36,Male,M,65-74 years,65-74,13517,11916331,113.4
Chronic lower respiratory diseases,GR113-082,New York,36,Male,M,75-84 years,75-84,21611,6683383,323.4
Chronic lower respiratory diseases,GR113-082,New York,36,Male,M,85+ years,85+,14970,2208336,677.9
Chronic lower respiratory diseases,GR113-082,North Carolina,37,Female,F,< 1 year,1,11,1113980,0
Chronic lower respiratory diseases,GR113-082,North Carolina,37,Female,F,1-4 years,4-Jan,17,4435906,0
Chronic lower respiratory diseases,GR113-082,North Carolina,37,Female,F,5-14 years,14-May,37,11320612,0.3
Chronic lower respiratory diseases,GR113-082,North Carolina,37,Female,F,15-24 years,15-24,48,11673983,0.4
Chronic lower respiratory diseases,GR113-082,North Carolina,37,Female,F,25-34 years,25-34,87,11876711,0.7
Chronic lower respiratory diseases,GR113-082,North Carolina,37,Female,F,35-44 years,35-44,297,12610455,2.4
Chronic lower respiratory diseases,GR113-082,North Carolina,37,Female,F,45-54 years,45-54,1538,12490467,12.3
Chronic lower respiratory diseases,GR113-082,North Carolina,37,Female,F,55-64 years,55-64,4842,10367235,46.7
Chronic lower respiratory diseases,GR113-082,North Carolina,37,Female,F,65-74 years,65-74,10934,7124666,153.5
Chronic lower respiratory diseases,GR113-082,North Carolina,37,Female,F,75-84 years,75-84,15087,4366801,345.5
Chronic lower respiratory diseases,GR113-082,North Carolina,37,Female,F,85+ years,85+,10433,1856768,561.9
Chronic lower respiratory diseases,GR113-082,North Carolina,37,Male,M,< 1 year,1,10,1167109,0
Chronic lower respiratory diseases,GR113-082,North Carolina,37,Male,M,1-4 years,4-Jan,18,4631002,0
Chronic lower respiratory diseases,GR113-082,North Carolina,37,Male,M,5-14 years,14-May,42,11834727,0.4
Chronic lower respiratory diseases,GR113-082,North Carolina,37,Male,M,15-24 years,15-24,61,12393694,0.5
Chronic lower respiratory diseases,GR113-082,North Carolina,37,Male,M,25-34 years,25-34,84,11752319,0.7
Chronic lower respiratory diseases,GR113-082,North Carolina,37,Male,M,35-44 years,35-44,257,12240848,2.1
Chronic lower respiratory diseases,GR113-082,North Carolina,37,Male,M,45-54 years,45-54,1282,11830109,10.8
Chronic lower respiratory diseases,GR113-082,North Carolina,37,Male,M,55-64 years,55-64,4913,9386375,52.3
Chronic lower respiratory diseases,GR113-082,North Carolina,37,Male,M,65-74 years,65-74,11518,5999196,192
Chronic lower respiratory diseases,GR113-082,North Carolina,37,Male,M,75-84 years,75-84,14626,2947545,496.2
Chronic lower respiratory diseases,GR113-082,North Carolina,37,Male,M,85+ years,85+,7273,788861,922
Chronic lower respiratory diseases,GR113-082,North Dakota,38,Female,F,35-44 years,35-44,13,776828,0
Chronic lower respiratory diseases,GR113-082,North Dakota,38,Female,F,45-54 years,45-54,60,855266,7
Chronic lower respiratory diseases,GR113-082,North Dakota,38,Female,F,55-64 years,55-64,223,698882,31.9
Chronic lower respiratory diseases,GR113-082,North Dakota,38,Female,F,65-74 years,65-74,556,481367,115.5
Chronic lower respiratory diseases,GR113-082,North Dakota,38,Female,F,75-84 years,75-84,962,368012,261.4
Chronic lower respiratory diseases,GR113-082,North Dakota,38,Female,F,85+ years,85+,927,210542,440.3
Chronic lower respiratory diseases,GR113-082,North Dakota,38,Male,M,45-54 years,45-54,65,889051,7.3
Chronic lower respiratory diseases,GR113-082,North Dakota,38,Male,M,55-64 years,55-64,230,721672,31.9
Chronic lower respiratory diseases,GR113-082,North Dakota,38,Male,M,65-74 years,65-74,688,442115,155.6
Chronic lower respiratory diseases,GR113-082,North Dakota,38,Male,M,75-84 years,75-84,1260,272322,462.7
Chronic lower respiratory diseases,GR113-082,North Dakota,38,Male,M,85+ years,85+,950,101266,938.1
Chronic lower respiratory diseases,GR113-082,Ohio,39,Female,F,1-4 years,4-Jan,16,5385860,0
Chronic lower respiratory diseases,GR113-082,Ohio,39,Female,F,5-14 years,14-May,27,14368781,0.2
Chronic lower respiratory diseases,GR113-082,Ohio,39,Female,F,15-24 years,15-24,45,14731059,0.3
Chronic lower respiratory diseases,GR113-082,Ohio,39,Female,F,25-34 years,25-34,95,13886935,0.7
Chronic lower respiratory diseases,GR113-082,Ohio,39,Female,F,35-44 years,35-44,371,15016265,2.5
Chronic lower respiratory diseases,GR113-082,Ohio,39,Female,F,45-54 years,45-54,2087,16000596,13
Chronic lower respiratory diseases,GR113-082,Ohio,39,Female,F,55-64 years,55-64,6491,13181836,49.2
Chronic lower respiratory diseases,GR113-082,Ohio,39,Female,F,65-74 years,65-74,15110,8962774,168.6
Chronic lower respiratory diseases,GR113-082,Ohio,39,Female,F,75-84 years,75-84,23591,6207988,380
Chronic lower respiratory diseases,GR113-082,Ohio,39,Female,F,85+ years,85+,18127,2849732,636.1
Chronic lower respiratory diseases,GR113-082,Ohio,39,Male,M,< 1 year,1,22,1387350,1.6
Chronic lower respiratory diseases,GR113-082,Ohio,39,Male,M,1-4 years,4-Jan,19,5626730,0
Chronic lower respiratory diseases,GR113-082,Ohio,39,Male,M,5-14 years,14-May,50,15029983,0.3
Chronic lower respiratory diseases,GR113-082,Ohio,39,Male,M,15-24 years,15-24,72,15185267,0.5
Chronic lower respiratory diseases,GR113-082,Ohio,39,Male,M,25-34 years,25-34,131,13818162,0.9
Chronic lower respiratory diseases,GR113-082,Ohio,39,Male,M,35-44 years,35-44,357,14738494,2.4
Chronic lower respiratory diseases,GR113-082,Ohio,39,Male,M,45-54 years,45-54,1972,15456421,12.8
Chronic lower respiratory diseases,GR113-082,Ohio,39,Male,M,55-64 years,55-64,6915,12294408,56.2
Chronic lower respiratory diseases,GR113-082,Ohio,39,Male,M,65-74 years,65-74,15166,7578907,200.1
Chronic lower respiratory diseases,GR113-082,Ohio,39,Male,M,75-84 years,75-84,21394,4226530,506.2
Chronic lower respiratory diseases,GR113-082,Ohio,39,Male,M,85+ years,85+,12298,1276581,963.4
Chronic lower respiratory diseases,GR113-082,Oklahoma,40,Female,F,5-14 years,14-May,17,4707003,0
Chronic lower respiratory diseases,GR113-082,Oklahoma,40,Female,F,15-24 years,15-24,27,4926455,0.5
Chronic lower respiratory diseases,GR113-082,Oklahoma,40,Female,F,25-34 years,25-34,46,4576096,1
Chronic lower respiratory diseases,GR113-082,Oklahoma,40,Female,F,35-44 years,35-44,177,4564983,3.9
Chronic lower respiratory diseases,GR113-082,Oklahoma,40,Female,F,45-54 years,45-54,903,4735120,19.1
Chronic lower respiratory diseases,GR113-082,Oklahoma,40,Female,F,55-64 years,55-64,3054,4032584,75.7
Chronic lower respiratory diseases,GR113-082,Oklahoma,40,Female,F,65-74 years,65-74,6212,2840660,218.7
Chronic lower respiratory diseases,GR113-082,Oklahoma,40,Female,F,75-84 years,75-84,7981,1821314,438.2
Chronic lower respiratory diseases,GR113-082,Oklahoma,40,Female,F,85+ years,85+,5116,791921,646
Chronic lower respiratory diseases,GR113-082,Oklahoma,40,Male,M,< 1 year,1,12,498552,0
Chronic lower respiratory diseases,GR113-082,Oklahoma,40,Male,M,5-14 years,14-May,31,4939904,0.6
